word,tag,reinforcer,score
뜨,VV,0,0
뜸,NNG,0,0
저하,NNP,0,-1
증발,NNP,0,-1
장난,NNG,0,-1
잦,VA,1.33,0
깨작,VA,0,-1
별로,MAG,0,-1
쓰레기,NNP,0,-1
먹튀,NNP,0,-1
똥,NNG,0,-1
ㅈ,NA,0,-1
열심히,MAG,0.5,0.17
깨지,VV,0,-0.67
증가,NNG,1.17,0
좆망겜,NA,0,-1
ㅈ망겜,NA,0,-1
한계,NNG,0,-1
발적화,NNP,0,-1
구리,VA,0,-1
문제,NNG,0,-1
불가,NNG,0,-1
꺼지,VV,0,-1
상당,NNG,2,0
이슈,NNG,0,-1
드럽,VA,0,-1
환장,NNG,0,-1
답,NNG,0,0.5
장벽,NNG,0,-1
구글 번역,NNP,0,-1
크래쉬,NNP,0,-1
크래시,NNP,0,-1
않,VX,-1,0
안,MAG,-1,0
안,NNG,-1,0
없,VA,-1,-0.83
있,VV,1,0.5
아니,VCN,-1,0
못,MAG,-1,0
너무,MAG,2,0
매우,MAG,2,0
잘,MAG,1.5,0
개,NNB,2,0
아주,MAG,2,0
살짝,MAG,0.5,0
참,MAG,1.5,0
딱,MAG,1,0
훨씬,MAG,2,0
특히,MAG,2,0
굉장히,MAG,2,0
더,MAG,2,0
대박,NNP,2,0
전부,MAG,1.5,0
짱,MAG,2,0
꽤나,MAG,2,0
상당히,MAG,2,0
되게,MAG,2,0
지독히,MAG,2,0
빈번히,MAG,2,0
꽤,MAG,2,0
































































































































































































































































































































































































































































































































































































































































































































































































































